alpha,beta0,lambda,Episode,beta,Average over RMS of Value Estimates
0.1,0.0,0.0,111,0.0,0.3546332642389574
0.1,0.0,0.0,112,0.0,0.3529142307869508
0.1,0.0,0.0,113,0.0,0.3511606637317105
0.1,0.0,0.0,114,0.0,0.34974451585316
0.1,0.0,0.0,115,0.0,0.3481301984058148
0.1,0.0,0.0,116,0.0,0.34663654432434293
0.1,0.0,0.0,117,0.0,0.3450920677454913
0.1,0.0,0.0,118,0.0,0.3432498081823788
0.1,0.0,0.0,119,0.0,0.3418665272577391
0.1,0.0,0.0,120,0.0,0.3401902030967195
0.1,0.0,0.0,121,0.0,0.3388059371617528
0.1,0.0,0.0,122,0.0,0.33711263495308863
0.1,0.0,0.0,123,0.0,0.33525437656667556
0.1,0.0,0.0,124,0.0,0.33382622241595705
0.1,0.0,0.0,125,0.0,0.332223823089985
0.1,0.0,0.0,126,0.0,0.33091393693530285
0.1,0.0,0.0,127,0.0,0.32968163721369853
0.1,0.0,0.0,128,0.0,0.3280041223365206
0.1,0.0,0.0,129,0.0,0.3266282070245519
0.1,0.0,0.0,130,0.0,0.3249055150326945
0.1,0.0,0.0,131,0.0,0.32346085948947084
0.1,0.0,0.0,132,0.0,0.32205078018144484
0.1,0.0,0.0,133,0.0,0.320398664173714
0.1,0.0,0.0,134,0.0,0.31867794621076134
0.1,0.0,0.0,135,0.0,0.31703107969622163
0.1,0.0,0.0,136,0.0,0.3157243302494612
0.1,0.0,0.0,137,0.0,0.31444197776382715
0.1,0.0,0.0,138,0.0,0.31305053527120114
0.1,0.0,0.0,139,0.0,0.31164070457623205
0.1,0.0,0.0,140,0.0,0.31043244998776787
0.1,0.0,0.0,141,0.0,0.3088040629047985
0.1,0.0,0.0,142,0.0,0.3072321817477237
0.1,0.0,0.0,143,0.0,0.3059700181107312
0.1,0.0,0.0,144,0.0,0.3045590550241411
0.1,0.0,0.0,145,0.0,0.3028038851368372
0.1,0.0,0.0,146,0.0,0.30130204840296193
0.1,0.0,0.0,147,0.0,0.3002706599679002
0.1,0.0,0.0,148,0.0,0.29869876596178424
0.1,0.0,0.0,149,0.0,0.297289320998842
0.1,0.0,0.0,150,0.0,0.2956204736987936
0.1,0.0,0.0,151,0.0,0.2945026280944285
0.1,0.0,0.0,152,0.0,0.29291397498451727
0.1,0.0,0.0,153,0.0,0.2915881662551761
0.1,0.0,0.0,154,0.0,0.2901904848727842
0.1,0.0,0.0,155,0.0,0.28905568068586984
0.1,0.0,0.0,156,0.0,0.2875887107987815
0.1,0.0,0.0,157,0.0,0.2860801976234354
0.1,0.0,0.0,158,0.0,0.2846381813429412
0.1,0.0,0.0,159,0.0,0.28326294961916754
0.1,0.0,0.0,160,0.0,0.2820896782821219
0.1,0.0,0.0,161,0.0,0.28073937626571793
0.1,0.0,0.0,162,0.0,0.2793043473601936
0.1,0.0,0.0,163,0.0,0.27844592720396727
0.1,0.0,0.0,164,0.0,0.27732475001348805
0.1,0.0,0.0,165,0.0,0.27607244057435293
0.1,0.0,0.0,166,0.0,0.2746358241707173
0.1,0.0,0.0,167,0.0,0.27330623004402965
0.1,0.0,0.0,168,0.0,0.2722061845102924
0.1,0.0,0.0,169,0.0,0.2709280036260775
0.1,0.0,0.0,170,0.0,0.2695914315465563
0.1,0.0,0.0,171,0.0,0.2683742135435894
0.1,0.0,0.0,172,0.0,0.26695586795704096
0.1,0.0,0.0,173,0.0,0.2661476331854093
0.1,0.0,0.0,174,0.0,0.26477014683517874
0.1,0.0,0.0,175,0.0,0.2635791787693566
0.1,0.0,0.0,176,0.0,0.26221642341283685
0.1,0.0,0.0,177,0.0,0.26098942951149556
0.1,0.0,0.0,178,0.0,0.26015290617771286
0.1,0.0,0.0,179,0.0,0.25857257296610037
0.1,0.0,0.0,180,0.0,0.2572501348775463
0.1,0.0,0.0,181,0.0,0.2564144424513155
0.1,0.0,0.0,182,0.0,0.2552559883149371
0.1,0.0,0.0,183,0.0,0.25444964102125683
0.1,0.0,0.0,184,0.0,0.2532282811477726
0.1,0.0,0.0,185,0.0,0.2522414414124855
0.1,0.0,0.0,186,0.0,0.25101999248781814
0.1,0.0,0.0,187,0.0,0.24978877270087652
0.1,0.0,0.0,188,0.0,0.2486035157210751
0.1,0.0,0.0,189,0.0,0.24757607371591697
0.1,0.0,0.0,190,0.0,0.24648273284259936
0.1,0.0,0.0,191,0.0,0.2452196127093394
0.1,0.0,0.0,192,0.0,0.2440753157047645
0.1,0.0,0.0,193,0.0,0.24295287838179802
0.1,0.0,0.0,194,0.0,0.24167849932477004
0.1,0.0,0.0,195,0.0,0.2406693149819809
0.1,0.0,0.0,196,0.0,0.2393611034010082
0.1,0.0,0.0,197,0.0,0.23809627804968223
0.1,0.0,0.0,198,0.0,0.23716086827115798
0.1,0.0,0.0,199,0.0,0.23628268959904083
0.1,0.0,0.0,200,0.0,0.23484886408854067
0.1,0.0,0.0,201,0.0,0.23404990238520149
0.1,0.0,0.0,202,0.0,0.23271015881530957
0.1,0.0,0.0,203,0.0,0.23175870235633902
0.1,0.0,0.0,204,0.0,0.230408834340398
0.1,0.0,0.0,205,0.0,0.22937198179897145
0.1,0.0,0.0,206,0.0,0.22817300326062653
0.1,0.0,0.0,207,0.0,0.22730879492869252
0.1,0.0,0.0,208,0.0,0.22620501509752475
0.1,0.0,0.0,209,0.0,0.22505372997075465
0.1,0.0,0.0,210,0.0,0.2242290453192814
0.1,0.0,0.0,211,0.0,0.2231905198724149
0.1,0.0,0.0,212,0.0,0.22201166020228608
0.1,0.0,0.0,213,0.0,0.22104127466548287
0.1,0.0,0.0,214,0.0,0.22035420325425092
0.1,0.0,0.0,215,0.0,0.21903778707825158
0.1,0.0,0.0,216,0.0,0.21789588366375096
0.1,0.0,0.0,217,0.0,0.2166027476395054
0.1,0.0,0.0,218,0.0,0.21547844500894756
0.1,0.0,0.0,219,0.0,0.21437798633265584
0.1,0.0,0.0,220,0.0,0.21353074247455808
0.1,0.0,0.0,221,0.0,0.2126919536956429
0.1,0.0,0.0,222,0.0,0.21146055991953458
0.1,0.0,0.0,223,0.0,0.2105112241990402
0.1,0.0,0.0,224,0.0,0.20982434711654196
0.1,0.0,0.0,225,0.0,0.20872611925250847
0.1,0.0,0.0,226,0.0,0.20759040156858916
0.1,0.0,0.0,227,0.0,0.20636619464002423
0.1,0.0,0.0,228,0.0,0.20528040158669542
0.1,0.0,0.0,229,0.0,0.20413376910545544
0.1,0.0,0.0,230,0.0,0.20305480560942388
0.1,0.0,0.0,231,0.0,0.20220810960682592
0.1,0.0,0.0,232,0.0,0.20085808502337638
0.1,0.0,0.0,233,0.0,0.2000412641671596
0.1,0.0,0.0,234,0.0,0.19923569952801498
0.1,0.0,0.0,235,0.0,0.19804869557186286
0.1,0.0,0.0,236,0.0,0.19706711560165321
0.1,0.0,0.0,237,0.0,0.19613101544535563
0.1,0.0,0.0,238,0.0,0.19528471280900817
0.1,0.0,0.0,239,0.0,0.19430921107545707
0.1,0.0,0.0,240,0.0,0.1935677703040304
0.1,0.0,0.0,241,0.0,0.1927604705819688
0.1,0.0,0.0,242,0.0,0.19195917973743395
0.1,0.0,0.0,243,0.0,0.1910487358527596
0.1,0.0,0.0,244,0.0,0.19031650543164905
0.1,0.0,0.0,245,0.0,0.18975246714047475
0.1,0.0,0.0,246,0.0,0.18905398765453676
0.1,0.0,0.0,247,0.0,0.1878874751373222
0.1,0.0,0.0,248,0.0,0.18742994553740544
0.1,0.0,0.0,249,0.0,0.18648266241383482
0.1,0.0,0.0,250,0.0,0.18559342280232005
0.1,0.0,0.0,251,0.0,0.18475968894156833
0.1,0.0,0.0,252,0.0,0.18402275379656868
0.1,0.0,0.0,253,0.0,0.18304928461177677
0.1,0.0,0.0,254,0.0,0.18204634279043982
0.1,0.0,0.0,255,0.0,0.18129996849458505
0.1,0.0,0.0,256,0.0,0.18041013928051805
0.1,0.0,0.0,257,0.0,0.179830468665135
0.1,0.0,0.0,258,0.0,0.17902871227531755
0.1,0.0,0.0,259,0.0,0.17820562512559587
0.1,0.0,0.0,260,0.0,0.17734721113282362
0.1,0.0,0.0,261,0.0,0.17667360654020417
0.1,0.0,0.0,262,0.0,0.17610515496718185
0.1,0.0,0.0,263,0.0,0.17526717926518007
0.1,0.0,0.0,264,0.0,0.17426109332406522
0.1,0.0,0.0,265,0.0,0.17366011666035364
0.1,0.0,0.0,266,0.0,0.17276031518972756
0.1,0.0,0.0,267,0.0,0.17168149826116536
0.1,0.0,0.0,268,0.0,0.1708705466849523
0.1,0.0,0.0,269,0.0,0.1699764247387081
0.1,0.0,0.0,270,0.0,0.16933442373910895
0.1,0.0,0.0,271,0.0,0.16872890433300053
0.1,0.0,0.0,272,0.0,0.168144641822561
0.1,0.0,0.0,273,0.0,0.16754688893654207
0.1,0.0,0.0,274,0.0,0.16663988361311777
0.1,0.0,0.0,275,0.0,0.1661000934376458
0.1,0.0,0.0,276,0.0,0.16529361308505705
0.1,0.0,0.0,277,0.0,0.16426961007923296
0.1,0.0,0.0,278,0.0,0.16328050826719825
0.1,0.0,0.0,279,0.0,0.16230088687938996
0.1,0.0,0.0,280,0.0,0.1611916944877262
0.1,0.0,0.0,281,0.0,0.16060987577467867
0.1,0.0,0.0,282,0.0,0.16004103686398857
0.1,0.0,0.0,283,0.0,0.15919471643181424
0.1,0.0,0.0,284,0.0,0.15820946259419674
0.1,0.0,0.0,285,0.0,0.1572033125211358
0.1,0.0,0.0,286,0.0,0.15668722677789662
0.1,0.0,0.0,287,0.0,0.15598381295711305
0.1,0.0,0.0,288,0.0,0.15527208738204418
0.1,0.0,0.0,289,0.0,0.15435660235905016
0.1,0.0,0.0,290,0.0,0.1537254532860556
0.1,0.0,0.0,291,0.0,0.15300636426484707
0.1,0.0,0.0,292,0.0,0.15221692929126165
0.1,0.0,0.0,293,0.0,0.15183175323418582
0.1,0.0,0.0,294,0.0,0.1512075221534761
0.1,0.0,0.0,295,0.0,0.15020777973058752
0.1,0.0,0.0,296,0.0,0.14966200979985944
0.1,0.0,0.0,297,0.0,0.149154383775975
0.1,0.0,0.0,298,0.0,0.1483596619697574
0.1,0.0,0.0,299,0.0,0.14753419471884058
0.1,0.0,0.0,300,0.0,0.14700897296409926
0.1,0.0,0.0,301,0.0,0.14640318609010364
0.1,0.0,0.0,302,0.0,0.1456342396426013
0.1,0.0,0.0,303,0.0,0.14506724081075945
0.1,0.0,0.0,304,0.0,0.14440557473582527
0.1,0.0,0.0,305,0.0,0.14389821774428205
0.1,0.0,0.0,306,0.0,0.14324866385486654
0.1,0.0,0.0,307,0.0,0.14282404243171865
0.1,0.0,0.0,308,0.0,0.14206495362272503
0.1,0.0,0.0,309,0.0,0.1411293648401656
0.1,0.0,0.0,310,0.0,0.1403733065537686
0.1,0.0,0.0,311,0.0,0.13970324551878718
0.1,0.0,0.0,312,0.0,0.13907134560775203
0.1,0.0,0.0,313,0.0,0.13862109465025463
0.1,0.0,0.0,314,0.0,0.1381843009255039
0.1,0.0,0.0,315,0.0,0.13744942684817674
0.1,0.0,0.0,316,0.0,0.1367629380133587
0.1,0.0,0.0,317,0.0,0.1358201516426714
0.1,0.0,0.0,318,0.0,0.13500435721948637
0.1,0.0,0.0,319,0.0,0.13440633706972277
0.1,0.0,0.0,320,0.0,0.1337249469947001
0.1,0.0,0.0,321,0.0,0.13304115695901012
0.1,0.0,0.0,322,0.0,0.13231829216619537
0.1,0.0,0.0,323,0.0,0.13142558164700607
0.1,0.0,0.0,324,0.0,0.13064580074633758
0.1,0.0,0.0,325,0.0,0.1299447989188758
0.1,0.0,0.0,326,0.0,0.1292867347514518
0.1,0.0,0.0,327,0.0,0.12883416482356955
0.1,0.0,0.0,328,0.0,0.12823531164603166
0.1,0.0,0.0,329,0.0,0.12775540057696644
0.1,0.0,0.0,330,0.0,0.12735316650311765
0.1,0.0,0.0,331,0.0,0.12646858456090854
0.1,0.0,0.0,332,0.0,0.12575038839991023
0.1,0.0,0.0,333,0.0,0.1251130482602376
0.1,0.0,0.0,334,0.0,0.12472985230840909
0.1,0.0,0.0,335,0.0,0.12410475359396829
0.1,0.0,0.0,336,0.0,0.12383751357756884
0.1,0.0,0.0,337,0.0,0.12346651570580722
0.1,0.0,0.0,338,0.0,0.12288325743449086
0.1,0.0,0.0,339,0.0,0.12231393394009382
0.1,0.0,0.0,340,0.0,0.12193468825438238
0.1,0.0,0.0,341,0.0,0.12120012479181758
0.1,0.0,0.0,342,0.0,0.12090219050495168
0.1,0.0,0.0,343,0.0,0.12046332698213594
0.1,0.0,0.0,344,0.0,0.12011384562298699
0.1,0.0,0.0,345,0.0,0.11928638192912537
0.1,0.0,0.0,346,0.0,0.11864146380129484
0.1,0.0,0.0,347,0.0,0.11829527305939352
0.1,0.0,0.0,348,0.0,0.11808652069417802
0.1,0.0,0.0,349,0.0,0.11746266560526529
0.1,0.0,0.0,350,0.0,0.11679246952538663
0.1,0.0,0.0,351,0.0,0.11610410958816553
0.1,0.0,0.0,352,0.0,0.1153653553952506
0.1,0.0,0.0,353,0.0,0.11457590144920267
0.1,0.0,0.0,354,0.0,0.1142195767646522
0.1,0.0,0.0,355,0.0,0.11367027219773115
0.1,0.0,0.0,356,0.0,0.11318339811077248
0.1,0.0,0.0,357,0.0,0.11280001990300349
0.1,0.0,0.0,358,0.0,0.11219848471609707
0.1,0.0,0.0,359,0.0,0.11191368994636595
0.1,0.0,0.0,360,0.0,0.11157279116411574
0.1,0.0,0.0,361,0.0,0.11112060664487386
0.1,0.0,0.0,362,0.0,0.11049039812932471
0.1,0.0,0.0,363,0.0,0.1099904424237662
0.1,0.0,0.0,364,0.0,0.10970219313826134
0.1,0.0,0.0,365,0.0,0.10919578249548795
0.1,0.0,0.0,366,0.0,0.10884134785308662
0.1,0.0,0.0,367,0.0,0.10826636444560293
0.1,0.0,0.0,368,0.0,0.10764455824304121
0.1,0.0,0.0,369,0.0,0.10699244619852218
0.1,0.0,0.0,370,0.0,0.10649605166657584
0.1,0.0,0.0,371,0.0,0.10650972278274709
0.1,0.0,0.0,372,0.0,0.10629039488599737
0.1,0.0,0.0,373,0.0,0.1059353167837579
0.1,0.0,0.0,374,0.0,0.10542172590441298
0.1,0.0,0.0,375,0.0,0.10500978966735763
0.1,0.0,0.0,376,0.0,0.10456398223916395
0.1,0.0,0.0,377,0.0,0.1038969784074175
0.1,0.0,0.0,378,0.0,0.10310344933687049
0.1,0.0,0.0,379,0.0,0.10284417363714235
0.1,0.0,0.0,380,0.0,0.10250519962515332
0.1,0.0,0.0,381,0.0,0.1021452899028599
0.1,0.0,0.0,382,0.0,0.10158326809413025
0.1,0.0,0.0,383,0.0,0.10097095712250884
0.1,0.0,0.0,384,0.0,0.10031196981477498
0.1,0.0,0.0,385,0.0,0.09974459600269077
0.1,0.0,0.0,386,0.0,0.09947425431554963
0.1,0.0,0.0,387,0.0,0.09893045633771065
0.1,0.0,0.0,388,0.0,0.0982539985466532
0.1,0.0,0.0,389,0.0,0.09813949815592257
0.1,0.0,0.0,390,0.0,0.09769812537627931
0.1,0.0,0.0,391,0.0,0.09757567686879157
0.1,0.0,0.0,392,0.0,0.09722934419808307
0.1,0.0,0.0,393,0.0,0.09681078188048028
0.1,0.0,0.0,394,0.0,0.0964261752707241
0.1,0.0,0.0,395,0.0,0.09602521645726046
0.1,0.0,0.0,396,0.0,0.09567779713234552
0.1,0.0,0.0,397,0.0,0.09510123851606761
0.1,0.0,0.0,398,0.0,0.09464468294907202
0.1,0.0,0.0,399,0.0,0.09428179722325818
0.1,0.0,0.0,400,0.0,0.09384576272418889
0.1,0.0,0.0,401,0.0,0.09336014157089928
0.1,0.0,0.0,402,0.0,0.0932135480128643
0.1,0.0,0.0,403,0.0,0.09298941049420187
0.1,0.0,0.0,404,0.0,0.09277196860769603
0.1,0.0,0.0,405,0.0,0.09240799434798505
0.1,0.0,0.0,406,0.0,0.09223573336846093
0.1,0.0,0.0,407,0.0,0.09203158576895777
0.1,0.0,0.0,408,0.0,0.09157480960251713
0.1,0.0,0.0,409,0.0,0.091173290759432
0.1,0.0,0.0,410,0.0,0.09118214074449867
0.1,0.0,0.0,411,0.0,0.0904768450090086
0.1,0.0,0.0,412,0.0,0.09002130826732291
0.1,0.0,0.0,413,0.0,0.08932392843953667
0.1,0.0,0.0,414,0.0,0.08903894425296566
0.1,0.0,0.0,415,0.0,0.08853666580021309
0.1,0.0,0.0,416,0.0,0.08805870728882846
0.1,0.0,0.0,417,0.0,0.08776310678206077
0.1,0.0,0.0,418,0.0,0.08737306839861664
0.1,0.0,0.0,419,0.0,0.08710240060355864
0.1,0.0,0.0,420,0.0,0.08663858852348928
0.1,0.0,0.0,421,0.0,0.08647000802489374
0.1,0.0,0.0,422,0.0,0.08587799451494851
0.1,0.0,0.0,423,0.0,0.08536307012573743
0.1,0.0,0.0,424,0.0,0.08498077846900509
0.1,0.0,0.0,425,0.0,0.08456712624939429
0.1,0.0,0.0,426,0.0,0.08416527735051343
0.1,0.0,0.0,427,0.0,0.08368082187797576
0.1,0.0,0.0,428,0.0,0.08338503654954803
0.1,0.0,0.0,429,0.0,0.082958017694758
0.1,0.0,0.0,430,0.0,0.08243263540021765
0.1,0.0,0.0,431,0.0,0.08224152371752981
0.1,0.0,0.0,432,0.0,0.0820003200957478
0.1,0.0,0.0,433,0.0,0.08183707606217276
0.1,0.0,0.0,434,0.0,0.08140313639919054
0.1,0.0,0.0,435,0.0,0.08128452633671879
0.1,0.0,0.0,436,0.0,0.08089307791858495
0.1,0.0,0.0,437,0.0,0.0807307764177793
0.1,0.0,0.0,438,0.0,0.08060996151710578
0.1,0.0,0.0,439,0.0,0.08023038392912396
0.1,0.0,0.0,440,0.0,0.07976363028458844
0.1,0.0,0.0,441,0.0,0.07984374100231444
0.1,0.0,0.0,442,0.0,0.07977456750519565
0.1,0.0,0.0,443,0.0,0.07935492611216972
0.1,0.0,0.0,444,0.0,0.07941677638862614
0.1,0.0,0.0,445,0.0,0.07906094249706314
0.1,0.0,0.0,446,0.0,0.07897533709799638
0.1,0.0,0.0,447,0.0,0.07855738539372739
0.1,0.0,0.0,448,0.0,0.07813730091818213
0.1,0.0,0.0,449,0.0,0.07766894052840063
0.1,0.0,0.0,450,0.0,0.0772435105738986
0.1,0.0,0.0,451,0.0,0.07693739615816743
0.1,0.0,0.0,452,0.0,0.07661991638729931
0.1,0.0,0.0,453,0.0,0.07607581010585701
0.1,0.0,0.0,454,0.0,0.075610900513108
0.1,0.0,0.0,455,0.0,0.07535180718531982
0.1,0.0,0.0,456,0.0,0.07454669555081572
0.1,0.0,0.0,457,0.0,0.07424321261536503
0.1,0.0,0.0,458,0.0,0.07375430048413603
0.1,0.0,0.0,459,0.0,0.07348935381787479
0.1,0.0,0.0,460,0.0,0.07326963711334102
0.1,0.0,0.0,461,0.0,0.07268922655508031
0.1,0.0,0.0,462,0.0,0.07248224455312113
0.1,0.0,0.0,463,0.0,0.07215687900078213
0.1,0.0,0.0,464,0.0,0.07150202155794273
0.1,0.0,0.0,465,0.0,0.07130385821159417
0.1,0.0,0.0,466,0.0,0.07127022153452656
0.1,0.0,0.0,467,0.0,0.07108493072873437
0.1,0.0,0.0,468,0.0,0.07057271026229887
0.1,0.0,0.0,469,0.0,0.07039009359481056
0.1,0.0,0.0,470,0.0,0.07015275324529491
0.1,0.0,0.0,471,0.0,0.06987808628513081
0.1,0.0,0.0,472,0.0,0.06951266353763164
0.1,0.0,0.0,473,0.0,0.06909333803776428
0.1,0.0,0.0,474,0.0,0.06911619686006587
0.1,0.0,0.0,475,0.0,0.06869086179758938
0.1,0.0,0.0,476,0.0,0.06844666784761554
0.1,0.0,0.0,477,0.0,0.06836332345927934
0.1,0.0,0.0,478,0.0,0.068211989662835
0.1,0.0,0.0,479,0.0,0.06750876459265506
0.1,0.0,0.0,480,0.0,0.06745078457424702
0.1,0.0,0.0,481,0.0,0.06734931556579095
0.1,0.0,0.0,482,0.0,0.06703339653315031
0.1,0.0,0.0,483,0.0,0.06692306684558208
0.1,0.0,0.0,484,0.0,0.0668933494015465
0.1,0.0,0.0,485,0.0,0.06679191571321359
0.1,0.0,0.0,486,0.0,0.06657394144656398
0.1,0.0,0.0,487,0.0,0.06644393849910958
0.1,0.0,0.0,488,0.0,0.06618553983751906
0.1,0.0,0.0,489,0.0,0.06570083879368344
0.1,0.0,0.0,490,0.0,0.06521029649348875
0.1,0.0,0.0,491,0.0,0.06486138236797581
0.1,0.0,0.0,492,0.0,0.06482073275189823
0.1,0.0,0.0,493,0.0,0.06445657400064342
0.1,0.0,0.0,494,0.0,0.06387180235960915
0.1,0.0,0.0,495,0.0,0.0634402664543665
0.1,0.0,0.0,496,0.0,0.06317443714993426
0.1,0.0,0.0,497,0.0,0.06286139332278069
0.1,0.0,0.0,498,0.0,0.06265070775349385
0.1,0.0,0.0,499,0.0,0.06241390259179749
0.1,0.0,0.0,500,0.0,0.062176355765464174
0.1,0.0,0.0,501,0.0,0.06209083894195273
0.1,0.0,0.0,502,0.0,0.062006116456423316
0.1,0.0,0.0,503,0.0,0.06168257717288338
0.1,0.0,0.0,504,0.0,0.061500673464100514
0.1,0.0,0.0,505,0.0,0.06130842498831595
0.1,0.0,0.0,506,0.0,0.06103856366089341
0.1,0.0,0.0,507,0.0,0.060795540412148526
0.1,0.0,0.0,508,0.0,0.060763070303484025
0.1,0.0,0.0,509,0.0,0.06029922404910133
0.1,0.0,0.0,510,0.0,0.06017482245547012
0.1,0.0,0.0,511,0.0,0.059834874934803876
0.1,0.0,0.0,512,0.0,0.05954609564649939
0.1,0.0,0.0,513,0.0,0.0593149554441314
0.1,0.0,0.0,514,0.0,0.059246435045608836
0.1,0.0,0.0,515,0.0,0.05892185978362972
0.1,0.0,0.0,516,0.0,0.0589012630626562
0.1,0.0,0.0,517,0.0,0.058994930357333795
